0,1,2
Russell+Dickerson,Thursday 10 October 2019,"
      Thompson-Boling Arena, University of Tennessee, Knoxville, TN, US
    "
Russell+Dickerson,Thursday 05 April 2018,"
      Evans Towne Center Park, Evans, GA, US
    "
Russell+Dickerson,Friday 02 August 2019,"
      Xfinity Center, Mansfield, MA, US
    "
Russell+Dickerson,Friday 08 September 2017,"
      Glen Helen Amphitheater, San Bernardino, CA, US
    "
Russell+Dickerson,Saturday 04 March 2017,"
      Amsoil Arena, Duluth, MN, US
    "
Russell+Dickerson,Friday 03 August 2018,"
      PNC Bank Arts Center, Holmdel, NJ, US
    "
Russell+Dickerson,Thursday 20 April 2017,"
      Ascend Amphitheater, Nashville, TN, US
    "
Russell+Dickerson,Wednesday 19 June 2019,"
      Barnet Park, Spartanburg, SC, US
    "
Russell+Dickerson,Thursday 05 March 2020,"
      Cross Insurance Arena, Portland, ME, US
    "
Russell+Dickerson,Sunday 21 October 2018,"
      Symphony Hall, Birmingham, UK
    "
Russell+Dickerson,Sunday 10 September 2017,"
      Ak-Chin Pavilion, Phoenix, AZ, US
    "
Russell+Dickerson,Thursday 23 February 2017,"
      Dow Event Center, Saginaw, MI, US
    "
Russell+Dickerson,Thursday 08 August 2019,"
      Coastal Credit Union Music Park at Walnut Creek, Raleigh, NC, US
    "
Russell+Dickerson,Thursday 30 November 2017,"
      Billy Bob's Texas, Fort Worth, TX, US
    "
Russell+Dickerson,Wednesday 23 October 2019,"
      Mystic Lake Casino Hotel, Prior Lake, MN, US
    "
Russell+Dickerson,Wednesday 14 August 2019,"
      Grand Ole Opry House, Nashville, TN, US
    "
Russell+Dickerson,Monday 02 December 2019,"
      Hartley / Vey Theatres, Baton Rouge, LA, US
    "
Russell+Dickerson,Friday 12 July 2019,"
      S&T Bank Music Park, Burgettstown, PA, US
    "
Russell+Dickerson,Saturday 21 September 2019,"
      Times Union Center, Albany, NY, US
    "
Russell+Dickerson,Wednesday 26 June 2019,"
      American Family Insurance Amphitheater - Summerfest Grounds, Milwaukee, WI, US
    "
Russell+Dickerson,Friday 16 June 2017,"
      Kansas City Power & Light District, Kansas City, MO, US
    "
Russell+Dickerson,Saturday 21 July 2018,"
      Darien Lake Amphitheater, Darien Center, NY, US
    "
Russell+Dickerson,Saturday 28 July 2018,"
      Xfinity Theatre, Hartford, CT, US
    "
Russell+Dickerson,Friday 15 September 2017,"
      Concord Pavilion, Concord, CA, US
    "
Russell+Dickerson,Friday 20 July 2018,"
      Blossom Music Center, Cuyahoga Falls, OH, US
    "
Russell+Dickerson,Friday 10 March 2017,"
      Royal Farms Arena, Baltimore, MD, US
    "
Russell+Dickerson,Saturday 03 August 2019,"
      PNC Bank Arts Center, Holmdel, NJ, US
    "
Russell+Dickerson,Wednesday 11 October 2017,"
      Exit In, Nashville, TN, US
    "
Russell+Dickerson,Thursday 14 September 2017,"
      Toyota Amphitheatre, Wheatland, CA, US
    "
Russell+Dickerson,Thursday 17 May 2018,"
      Cajundome, Lafayette, LA, US
    "
Russell+Dickerson,Friday 06 December 2019,"
      Veterans Memorial Coliseum, Portland, OR, US
    "
Russell+Dickerson,Wednesday 21 February 2018,"
      Rogue Tavern, Birmingham, AL, US
    "
Russell+Dickerson,Saturday 27 October 2018,"
      The Borderline, London, UK
    "
Russell+Dickerson,Friday 19 July 2019,"
      Darien Lake Amphitheater, Darien Center, NY, US
    "
Russell+Dickerson,Saturday 25 March 2017,"
      Lloyd Noble Center, University of Oklahoma, Norman, OK, US
    "
Russell+Dickerson,Thursday 25 July 2019,"
      Unknown venue, Janesville, WI, US
    "
Russell+Dickerson,Saturday 05 May 2018,"
      Pub Station Ballroom, Billings, MT, US
    "
Russell+Dickerson,Friday 15 June 2018,"
      Iron City, Birmingham, AL, US
    "
Russell+Dickerson,Friday 01 February 2019,"
      Georgia Theatre, Athens, GA, US
    "
Russell+Dickerson,Wednesday 04 March 2020,"
      Big Night Live, Boston, MA, US
    "
Russell+Dickerson,Saturday 02 June 2018,"
      Paradise Rock Club presented by Citizens Bank, Boston, MA, US
    "
Russell+Dickerson,Friday 06 October 2017,"
      White River Amphitheatre, Auburn, WA, US
    "
Russell+Dickerson,Friday 18 May 2018,"
      Brookshire Grocery Arena, Bossier City, LA, US
    "
Russell+Dickerson,Friday 27 July 2018,"
      Bank of New Hampshire Pavilion, Gilford, NH, US
    "
Russell+Dickerson,Saturday 23 September 2017,"
      Brick Breeden Fieldhouse, Bozeman, MT, US
    "
Russell+Dickerson,Thursday 07 December 2017,"
      Club Rodeo, San Jose, CA, US
    "
Russell+Dickerson,Thursday 03 May 2018,"
      Alerus Center, Grand Forks, ND, US
    "
Russell+Dickerson,Thursday 19 September 2019,"
      Webster Bank Arena at Harbor Yard, Bridgeport, CT, US
    "
Russell+Dickerson,Thursday 15 August 2019,"
      Walmart AMP, Rogers, AR, US
    "
Russell+Dickerson,Friday 16 August 2019,"
      BankPlus Amphitheatre at Snowden Grove, Southaven, MS, US
    "
Russell+Dickerson,Tuesday 23 October 2018,"
      The Sage Gateshead, Hall 1, Gateshead, UK
    "
Russell+Dickerson,Sunday 24 June 2018,"
      Huntington Bank Pavilion at Northerly Island, Chicago, IL, US
    "
Russell+Dickerson,Friday 04 May 2018,"
      Bismarck Event Center, Bismarck, ND, US
    "
Russell+Dickerson,Saturday 01 September 2018,"
      American Family Insurance Amphitheater - Summerfest Grounds, Milwaukee, WI, US
    "
Russell+Dickerson,Saturday 18 March 2017,"
      Lawrence Joel Veterans Memorial Coliseum, Winston-Salem, NC, US
    "
Russell+Dickerson,Thursday 09 March 2017,"
      Mohegan Sun Arena at Casey Plaza, Wilkes-barre, PA, US
    "
Russell+Dickerson,Tuesday 10 March 2020,"
      Joe's Live Rosemont, Rosemont, IL, US
    "
Russell+Dickerson,Friday 17 November 2017,"
      Coyote Joe's, Charlotte, NC, US
    "
Russell+Dickerson,Saturday 04 February 2017,"
      Wooly's, Des Moines, IA, US
    "
Russell+Dickerson,Friday 24 March 2017,"
      Landers Center, Southaven, MS, US
    "
Russell+Dickerson,Saturday 08 February 2020,"
      Island Resort & Casino, Harris, MI, US
    "
Russell+Dickerson,Wednesday 15 May 2019,"
      Stir Concert Cove-Harrah's Council Bluffs Casino & Hotel, Council Bluffs, IA, US
    "
Russell+Dickerson,Friday 24 February 2017,"
      Erie Insurance Arena, Erie, PA, US
    "
Russell+Dickerson,Wednesday 05 December 2018,"
      House of Blues - Boston presented by Cricket Wireless, Boston, MA, US
    "
Russell+Dickerson,Thursday 12 April 2018,"
      Stoney's Rockin Country, Las Vegas, NV, US
    "
Russell+Dickerson,Sunday 01 October 2017,"
      Isleta Amphitheater, Albuquerque, NM, US
    "
Russell+Dickerson,Thursday 31 May 2018,"
      House of Independents, Asbury Park, NJ, US
    "
Russell+Dickerson,Wednesday 30 August 2017,"
      Constellation Brands–Marvin Sands Performing Arts Center: CMAC, Canandaigua, NY, US
    "
Russell+Dickerson,Tuesday 22 October 2019,"
      Chevalier Theatre, Medford, MA, US
    "
Russell+Dickerson,Tuesday 22 October 2019,"
      Chevalier Theatre, Medford, MA, US
    "
Russell+Dickerson,Wednesday 30 October 2019,"
      Grizzly Rose, Denver, CO, US
    "
Russell+Dickerson,Thursday 05 December 2019,"
      Accesso ShoWare Center, Kent, WA, US
    "
Russell+Dickerson,Saturday 25 February 2017,"
      Peoria Civic Center, Peoria, IL, US
    "
Russell+Dickerson,Thursday 28 June 2018,"
      House of Blues - Dallas, Dallas, TX, US
    "
Russell+Dickerson,Thursday 10 May 2018,"
      Slowdown, Omaha, NE, US
    "
Russell+Dickerson,Saturday 11 March 2017,"
      Ervin J. Nutter Center, Wright State University, Fairborn, OH, US
    "
Russell+Dickerson,Thursday 13 June 2019,"
      Veterans United Home Loans Amphitheater, Virginia Beach, VA, US
    "
Russell+Dickerson,Sunday 23 July 2017,"
      Saratoga Performing Arts Center, Saratoga Springs, NY, US
    "
Russell+Dickerson,Wednesday 12 December 2018,"
      Paramount Theatre, Austin, TX, US
    "
Russell+Dickerson,Wednesday 12 February 2020,"
      Unknown venue, Jackson, MS, US
    "
Russell+Dickerson,Wednesday 06 February 2019,"
      Unknown venue, Roseville, CA, US
    "
Russell+Dickerson,Thursday 12 October 2017,"
      Joe's on Weed St., Chicago, IL, US
    "
Russell+Dickerson,Thursday 16 August 2018,"
      San Jose Original Joe's, San Jose, CA, US
    "
Russell+Dickerson,Wednesday 07 September 2016,"
      The Danforth Music Hall, Toronto, ON, Canada
    "
Russell+Dickerson,Thursday 26 July 2018,"
      Bethel Woods Center for the Arts, Bethel, NY, US
    "
Russell+Dickerson,Sunday 03 June 2018,"
      Tom McCall Waterfront Park, Portland, OR, US
    "
Russell+Dickerson,Tuesday 11 September 2018,"
      Go Pool, Flamingo Las Vegas, Las Vegas, NV, US
    "
Russell+Dickerson,Friday 17 March 2017,"
      Mountain Health Arena, Huntington, WV, US
    "
Russell+Dickerson,Friday 01 March 2019,"
      20 Monroe Live, Grand Rapids, MI, US
    "
Russell+Dickerson,Thursday 08 September 2016,"
      The Danforth Music Hall, Toronto, ON, Canada
    "
Russell+Dickerson,Saturday 02 March 2019,"
      Joe's on Weed Street Chicago, Chicago, IL, US
    "
Russell+Dickerson,Saturday 28 April 2018,"
      Jergel's Rhythm Grille, Warrendale, PA, US
    "
Russell+Dickerson,Saturday 25 July 2020,"
      Waterfront Park, San Diego, CA, US
    "
Russell+Dickerson,Thursday 05 September 2019,"
      Denny Sanford Premier Center, Sioux Falls, SD, US
    "
Russell+Dickerson,Saturday 23 February 2019,"
      Cain's Ballroom, Tulsa, OK, US
    "
Russell+Dickerson,Thursday 12 April 2018,"
      Pearl Concert Theater at Palms Casino Resort, Las Vegas, NV, US
    "
Russell+Dickerson,Sunday 17 June 2018,"
      Peoria Riverfront - Festival Lawn, Peoria, IL, US
    "
Russell+Dickerson,Saturday 25 May 2019,"
      Wharf Amphitheatre, Orange Beach, AL, US
    "
Russell+Dickerson,Friday 03 March 2017,"
      Convocation Center, Northern Illinois University, Dekalb, IL, US
    "
MAX,Friday 08 November 2019,"
      Popscene @ Rickshaw Stop, San Francisco, CA, US
    "
MAX,Sunday 06 October 2019,"
      U Street Music Hall, Washington, DC, US
    "
MAX,Thursday 03 October 2019,"
      Red Room, Cafe 939, Berklee College of Music, Boston, MA, US
    "
MAX,Thursday 17 October 2019,"
      Vinyl, Atlanta, GA, US
    "
MAX,Sunday 04 August 2019,"
      Schubas Tavern, Chicago, IL, US
    "
MAX,Thursday 14 November 2019,"
      House of Blues - Dallas, Dallas, TX, US
    "
MAX,Wednesday 19 June 2019,"
      Mercury Lounge, New York (NYC), NY, US
    "
MAX,Thursday 11 July 2019,"
      Bush Hall, London, UK
    "
MAX,Wednesday 16 October 2019,"
      Globe Hall, Denver, CO, US
    "
MAX,Saturday 06 January 2018,"
      Melkweg Upstairs, Amsterdam, Netherlands
    "
MAX,Monday 01 July 2019,"
      Troubadour, Los Angeles (LA), CA, US
    "
MAX,Tuesday 18 February 2020,"
      Barbican Centre, London, UK
    "
MAX,Saturday 26 October 2019,"
      Drake Hotel, Toronto, ON, Canada
    "
MAX,Saturday 28 October 2017,"
      Schubas Tavern, Chicago, IL, US
    "
MAX,Thursday 11 January 2018,"
      Café Café, Hasselt, Belgium
    "
MAX,Wednesday 10 January 2018,"
      The Borderline, London, UK
    "
MAX,Thursday 25 May 2017,"
      O2 Academy Islington, London, UK
    "
MAX,Friday 31 March 2017,"
      The Regency Ballroom, San Francisco, CA, US
    "
MAX,Friday 04 May 2018,"
      Whole Music Club, Coffman Memorial Union, Minneapolis, MN, US
    "
MAX,Sunday 12 March 2017,"
      Gothic Theatre, Englewood, CO, US
    "
MAX,Friday 01 June 2018,"
      Civic Center Park, Denver, CO, US
    "
MAX,Thursday 20 July 2017,"
      Piedmont Park, Atlanta, GA, US
    "
MAX,Saturday 06 May 2017,"
      Old Billingsgate Market, London, UK
    "
MAX,Thursday 13 April 2017,"
      The Loft, Atlanta, GA, US
    "
MAX,Saturday 01 April 2017,"
      The Observatory, Santa Ana, CA, US
    "
MAX,Saturday 13 July 2019,"
      Melkweg OZ, Amsterdam, Netherlands
    "
MAX,Saturday 13 January 2018,"
      Les Étoiles, Paris, France
    "
MAX,Sunday 09 April 2017,"
      Southside Music Hall, Dallas, TX, US
    "
MAX,Saturday 08 April 2017,"
      House of Blues - Houston, Houston, TX, US
    "
MAX,Saturday 17 October 2015,"
      Larimer Lounge, Denver, CO, US
    "
MAX,Monday 17 February 2020,"
      Barbican Centre, London, UK
    "
MAX,Friday 05 January 2018,"
      Elbphilharmonie, Hamburg, Germany
    "
MAX,Wednesday 08 March 2017,"
      Kilby Court, Salt Lake City, UT, US
    "
MAX,Sunday 11 August 2019,"
      The Basement, Columbus, OH, US
    "
MAX,Thursday 16 August 2018,"
      The Republik, Honolulu, HI, US
    "
MAX,Thursday 24 September 2020,"
      La Maroquinerie, Paris, France
    "
MAX,Tuesday 09 July 2019,"
      Les Étoiles, Paris, France
    "
MAX,Saturday 02 September 2017,"
      Downey Animal Care Center, Downey, CA, US
    "
MAX,Thursday 07 June 2018,"
      Myth, Maplewood, MN, US
    "
MAX,Sunday 14 July 2019,"
      Badehaus, Berlin, Germany
    "
MAX,Monday 04 June 2018,"
      Philharmonie Berlin, Berlin, Germany
    "
MAX,Saturday 28 September 2019,"
      Barbican Centre, London, UK
    "
MAX,Tuesday 02 June 2020,"
      Paradise Rock Club presented by Citizens Bank, Boston, MA, US
    "
MAX,Monday 15 January 2018,"
      Privatclub, Berlin, Germany
    "
MAX,Saturday 18 March 2017,"
      The Regency Ballroom, San Francisco, CA, US
    "
MAX,Saturday 09 May 2020,"
      Grande Salle Pierre Boulez - Philharmonie, Paris, France
    "
MAX,Friday 30 August 2019,"
      Discovery Green, Houston, TX, US
    "
MAX,Monday 27 January 2020,"
      Hordern Pavilion, Sydney, NSW, Australia
    "
MAX,Monday 10 August 2015,"
      Hollywood Bowl, Hollywood, CA, US
    "
MAX,Saturday 04 October 2014,"
      Royal Albert Hall, London, UK
    "
MAX,Sunday 10 May 2020,"
      Grande Salle Pierre Boulez - Philharmonie, Paris, France
    "
MAX,Saturday 04 May 2019,"
      Auditorium de Lyon, Lyon, France
    "
MAX,Tuesday 26 May 2020,"
      Neptune Theatre, Seattle, WA, US
    "
MAX,Thursday 30 January 2020,"
      Sidney Myer Music Bowl, Melbourne, VIC, Australia
    "
MAX,Wednesday 05 April 2017,"
      The Marquee, Tempe, AZ, US
    "
MAX,Sunday 25 October 2015,"
      Red Room, Cafe 939, Berklee College of Music, Boston, MA, US
    "
MAX,Wednesday 28 October 2015,"
      Marlin Room at Webster Hall, New York (NYC), NY, US
    "
MAX,Sunday 07 October 2012,"
      The Roxy Theatre, West Hollywood, CA, US
    "
MAX,Friday 16 October 2015,"
      In The Venue, Salt Lake City, UT, US
    "
MAX,Saturday 28 June 2014,"
      Mayne Stage, Chicago, IL, US
    "
MAX,Tuesday 17 May 2016,"
      Barbican Centre, London, UK
    "
MAX,Wednesday 27 November 2019,"
      Laeiszhalle Hamburg, Hamburg, Germany
    "
MAX,Sunday 06 May 2018,"
      Suwanee Town Center Park, Suwanee, GA, US
    "
MAX,Tuesday 04 April 2017,"
      The Observatory North Park, San Diego, CA, US
    "
MAX,Monday 02 November 2015,"
      The Social, Orlando, FL, US
    "
MAX,Thursday 29 October 2015,"
      Jammin Java, Vienna, VA, US
    "
MAX,Wednesday 03 June 2020,"
      Theatre of Living Arts (TLA), Philadelphia, PA, US
    "
MAX,Saturday 26 May 2018,"
      Unknown venue, Miami Beach, FL, US
    "
MAX,Friday 29 November 2019,"
      Tonhalle Düsseldorf, Düsseldorf, Germany
    "
MAX,Wednesday 23 October 2019,"
      Betonhalle, Silent Green, Berlin, Germany
    "
MAX,Saturday 16 March 2019,"
      FOLD London, London, UK
    "
MAX,Saturday 11 July 2015,"
      Hollywood Casino Amphitheatre, Tinley Park, IL, US
    "
MAX,Sunday 20 October 2019,"
      PlayStation Theater, New York (NYC), NY, US
    "
MAX,Friday 24 January 2014,"
      Barbican Centre, London, UK
    "
MAX,Friday 11 May 2018,"
      Norris Penrose Event Center Stadium, Colorado Springs, CO, US
    "
MAX,Thursday 08 October 2015,"
      Troubadour, Los Angeles (LA), CA, US
    "
MAX,Thursday 05 November 2015,"
      House of Blues - Houston, Houston, TX, US
    "
MAX,Tuesday 17 June 2014,"
      Marlin Room at Webster Hall, New York (NYC), NY, US
    "
MAX,Tuesday 19 May 2020,"
      House of Blues - San Diego presented by Cricket Wireless, San Diego, CA, US
    "
MAX,Saturday 01 June 2013,"
      The Roxy Theatre, West Hollywood, CA, US
    "
MAX,Saturday 10 October 2015,"
      Slim's, San Francisco, CA, US
    "
MAX,Saturday 09 June 2018,"
      Elbphilharmonie - Großer Saal, Hamburg, Germany
    "
MAX,Tuesday 20 October 2015,"
      Subterranean, Chicago, IL, US
    "
MAX,Friday 07 April 2017,"
      Emo's Austin, Austin, TX, US
    "
MAX,Monday 09 December 2019,"
      Plissken Festival, Athens, Greece
    "
MAX,Wednesday 12 April 2017,"
      House of Blues - Orlando, Lake Buena Vista, FL, US
    "
MAX,Friday 17 July 2015,"
      Cellairis Amphitheatre at Lakewood, Atlanta, GA, US
    "
MAX,Saturday 31 March 2018,"
      The O2, London, UK
    "
MAX,Tuesday 09 January 2018,"
      The Deaf Institute, Manchester, UK
    "
MAX,Sunday 12 July 2015,"
      Bridgestone Arena, Nashville, TN, US
    "
MAX,Saturday 02 July 2016,"
      Philharmonie de Paris, Paris, France
    "
MAX,Wednesday 13 June 2018,"
      Endwell Greens Golf Club, Endwell, NY, US
    "
MAX,Wednesday 29 July 2015,"
      Fiddler's Green Amphitheatre, Greenwood Village, CO, US
    "
MAX,Friday 08 June 2018,"
      Tonhalle Düsseldorf, Düsseldorf, Germany
    "
MAX,Monday 03 April 2017,"
      Village Underground, London, UK
    "
MAX,Sunday 01 November 2015,"
      Vinyl, Atlanta, GA, US
    "
MAX,Friday 24 November 2017,"
      Village Underground, London, UK
    "
MAX,Saturday 07 June 2014,"
      B. Ryder's Sports Bar, Bakersfield, CA, US
    "
MAX,Friday 10 July 2015,"
      DTE Energy Music Theatre, Clarkston, MI, US
    "
MAX,Saturday 01 February 2020,"
      AO Live Stage, Melbourne, VIC, Australia
    "
MAX,Thursday 28 November 2019,"
      Alte Oper Frankfurt, Grosser Saal, Frankfurt, Germany
    "
MAX,Monday 17 July 2017,"
      Brookwood Village, Birmingham, AL, US
    "
MAX,Wednesday 10 June 2015,"
      BB&T Pavilion, Camden, NJ, US
    "
MAX,Tuesday 20 August 2019,"
      Webster Hall, New York (NYC), NY, US
    "
MAX,Friday 12 June 2020,"
      Royal Hospital Chelsea, London, UK
    "
MAX,Sunday 14 June 2015,"
      Xfinity Center, Mansfield, MA, US
    "
MAX,Saturday 05 August 2017,"
      Chicago Animal Care and Control, Chicago, IL, US
    "
MAX,Saturday 10 November 2018,"
      The Forum, Inglewood, CA, US
    "
MAX,Tuesday 23 October 2018,"
      Eventim Apollo, London, UK
    "
MAX,Wednesday 18 May 2016,"
      Barbican Centre, London, UK
    "
